Question	Potentially_Pejorative
我觉得男人和女人之间没有真正的友情,不是情人就是仇人,分手了还是? 	Potentially
人活者为了什么？人活者真累，每天给同类欺压，同样是人，为什么我们 	Potentially
怎样让女人给男人口交 	Potentially
现在的女孩子为什么不喜欢老实人？ 	Potentially
处女重不重要？我不明白为什么现在社会风气为什么这么坏，有一句话说 	Potentially
怎样的男人属于大男人主义？拥有大男人主义的女人幸福吗？？日常中应 	Potentially
为什么帅哥总是找丑女做女朋友？ 	Potentially
关于和台湾人交往的问题我在澳大利亚上学，这里有很多台湾留学生，有 	Potentially
三亚的女人漂亮吗？皮肤黑不黑？1。三亚本地人是不是皮肤很黑呢？2 	Potentially
请问，为什么女人一般会比男人长命？我们村的老头一般都比老太要早见 	Potentially
为什么男人能跟没有感情的女人发生关系是不是只要是有点姿色的女人男 	Potentially
为什么地球上会有日本这样无耻的国家？日本太可恶了，你如果是国家主 	Potentially
男人都喜欢偷看女人洗澡吗?读中学时,因一次偶然我偷看到了女生洗澡 	Potentially
为什么一些中国人歧视黑人?我发现很多中国人歧视黑人.个人认为种族 	Potentially
找本耽美BL小说小S是个少数民族的王子那民族男的可以自己生宝宝但 	Potentially
受得了坏男人的只能是坏女人?很享受性自由的女人,会成为性开放的女 	Potentially
为什么中学生爱打架？现在上大学，发现男生在初中和高中这个阶段最爱 	Potentially
"唠叨的女人和?碌哪腥?你最烦哪一个?这里和性别有关吗?这里""唠 "	Potentially
为什么男人都好色 	Potentially
爱国人士请进——关于南海诸岛和钓鱼岛南海诸岛有好些个被外国侵占， 	Potentially
处女和非处女走路会不同吗？ 	Potentially
为什么强奸案的受害人基本都是女性？男女平等呀！ 	Potentially
要美女还是要处女？如果有这样两个女孩，不同时具备这样两个条件，大 	Potentially
为什么男人都好色男人有钱,都有一种想法有小秘或是小老婆?为什么? 	Potentially
男的可信度高还是女的了？现代社会男女的关系好像很乱，你们说说到底 	Potentially
男人要的视频高清无码，嗯，重口味不要，男男的会死人的！10分/个 	None
怎么对付这样的人？？？？我是从事体育场保安工作的，我们这里的人文 	Potentially
为什么男人不懂珍惜已经得到的女人都说只要得到了她的人，男人就不会 	Potentially
为什么女人都喜欢有钱的男人或是比较帅的了,她们是咋想的了,这个世? 	Potentially
小女人有什么好的，只会让男人英雄变狗熊， 	Potentially
突然有个丰满的外国妹妹要和你上床，你们都咋办啊？朋友出国回来，带 	None
为什么现在总是男人忽略女人呢？现在社会上不是男多女少吗？为什么还 	Potentially
如何对付欠揍的女人？ 	Potentially
为什么总是婆婆家要求儿媳干活多,而女方家就要求姑爷少?这很不公平? 	Potentially
生男好还是生女好？男人都喜欢男孩 	Potentially
我的未婚夫好小气！他会有出息吗？我的未婚夫今年30岁，比我大5岁 	Potentially
男人们看过来啊你们想找哪类女友容貌美丽身材凹凸有致皮肤细腻白皙眼 	Potentially
男人深沉的秘密男人深沉在女人看来是什么？一般都是好帅哦～！好友性 	Potentially
为什么说女的骂人会失面子，而男的骂人很正常？难道这就是男女的区别 	Potentially
新?笨堤烊凰嗡刂瘟菩哪匝芗膊。瘟颇怨Ｈ⒛匝ā?新?笨堤 	None
假球一家子假球祖宗:败人(如果以后走大街上谁说你是强队我肯定把他 	None
大家评评理：男人怎可无耻到如此地步？第一次他说分手是在今年5月份 	Potentially
女人都是弱者吗?唉我看到很多年轻的女孩在做小姐,有很多做小姐的女 	Potentially
不流血？为什么有的人在第一次ml的时候不流血呢？（除了那些运动过 	Potentially
世界如此黑暗骗子如此疯狂我就不知道那些骗子是不是全家女姓都被弓虽 	Potentially
韩国男人为什么这么小气？从我接触的韩国男人中基本上都是外形上很男 	Potentially
如果你是男人，会因为一点小事打怀孕六个月的妻子吗？妻子怀孕六个月 	Potentially
大连人有素质吗？有人说大连人素质高．呵呵本人不敢苟同．那说的是外 	Potentially
女人们回答，如果你被强奸了，你会割那个男人的阴茎和睾丸吗？如果割 	Potentially
男友偷笑什么意思男人比女人打10多岁，离婚恋爱。经常带女人去见父 	None
为什么城市人会看不起农民？ 	Potentially
女人是不是都很装女人是不是都很假，一面装着不舍，一面逼着放弃，等 	Potentially
到底是那边好呢？每次谈恋爱的时候朋友总说我们占男孩子便宜了因为吖 	Potentially
上次在湘隆?r代?V?隹吹揭患曳窆ⅲ恢滥羌曳窆⒃趺囱? 	None
一个人如果没有文化（文盲）是不是很悲哀？文化层次低的人都会与社会 	Potentially
现在的女大学生怎么都这么败金,堕落啊我班上几个女大学生竟然很认可 	Potentially
我讨厌男人！！！第一个男友比我大五岁，那时我才十八。我的第一次就 	Potentially
命苦啊~~~我遇到的男人一个比一个小气...??为什么,我处了五 	Potentially
靠买辆破车也在这里显摆怎么了这里，买辆破车也要在这里显摆？怕没人 	Potentially
我女朋友的乳头颜色很深,我女朋友不是处女,难道说以前做爱多了才深? 	Potentially
男生不比女生体贴？现在拍了个男生，是电力局工作的，有经济基础，身 	Potentially
问成熟男士你们怎么看这样的女孩？你们怎么看这样的女孩是不是感觉这 	Potentially
是不是大部分汕尾人都排斥外省人 	Potentially
是不是男人总是以倾诉婚姻的不幸来赢得女人的怜惜他向我诉说婚姻的不 	Potentially
老婆生气了，怎么哄她啊我是那种和平型性格，老婆是比较强势一些的。 	None
嫂子小姑子老公的妹妹从初中毕业,就来北京和他哥在一起,吃住用统统 	Potentially
咨询恋爱问题谈恋爱男生大多喜欢会撒娇、小鸟依人型的呢女孩呢，还是 	Potentially
有人说摆地摊都比打工好针对贫穷未婚男士，是打工稳定性收入(工资较 	Potentially
找漂亮的女人做老婆是不是不安全?找漂亮的女人做老婆是不是不安全, 	Potentially
炒股的与不炒股的不炒股的是穷人,炒股的是富人变成超穷人. 	Potentially
一个意大利男人和一个日本男人意大利人优点：温柔，浪漫，热清，充满 	Potentially
美国太偏心眼！上个月在芝加哥，一个华侨在网上说日本是低劣的民族， 	Potentially
请女性朋友来回答处女的阴唇和非处女有什么区别？ 	Potentially
在人挤人的公交车上，后面的男人“直了”，捅在你身上！公交车上的人 	Potentially
我是传统的男孩，至少思想上完全是，但女友告诉我他的第一次给别人了 	Potentially
为什么你不能尊重我？最近这段?r間我?λ质耍路荩恢 	None
以后他会变心吗着男人脾气是内向的。爱女朋友，女孩子和他在一起把第 	Potentially
?楹位@球一定是黑人比較??害?NBA很多都是黑人... 	Potentially
大学处女率真的那么低吗？有人评论将来大学会成为最大的妓院，难道这 	Potentially
有人说男人很容易有反应是不是真的呢?有人说20岁左右的男孩子，只 	Potentially
外地人在北京难道真要被歧视?今天乘公交车,人非常多,和一四十岁左 	Potentially
女人看见了男人的JJ会有什么生理反应吗？希望女人来亲自回答！ 	Potentially
为什么女强人男人不喜欢 	Potentially
我跟老公从来不吵架．会有问题吗？人家都说吵架能沟通两个人的感情． 	Potentially
为什么菜鸟们都喜欢用BM？BM如果不会骚扰了就是一个垃圾，屁作用 	Potentially
不是处女，如果面对未来LG的第一次我男朋友还是处男，可是我以前交 	Potentially
心里的不安我的男朋友是廉江人。我是汕头人。因为我们都在深圳上班， 	Potentially
想占女人便宜的男人是不是有很多?我要么就收到有一些男性发来的信息 	Potentially
万年校尉还这么拽？做人嘛，不要做的太过分了！你们这些可怜的新手， 	None
男人可信吗？在这个越来越虚伪的世界，男人的话还能信吗？还存在真的 	Potentially
你们男的是不是认为上床很自然,很正常? 	Potentially
这么说你能理解吗户口把人分成了农村人与城市人，城市人享有许多便利 	Potentially
我是40大男人，总喜欢欣赏男裸体特别是大JJ，看到这些我会想性交? 	None
男人和女人之间会有单纯的友情吗？有人说男人和女人之间不可能有单纯 	Potentially
男人聪明还是女人聪明？一看就知道，男人的脑袋比较大。为什么会比女? 	Potentially
处女膜的问题！男人结婚的时候希望自己的老婆是处女吗？要说实话！女 	Potentially
伊朗人是不是都是疯子啊最近伊朗的总统越来越嚣张,听说伊朗人搞了一 	Potentially
一个滥交的女仔，她会扮得很淑女吗？怎么样看得出来呢？ 	Potentially
众所周知，男人的魅力体现在强健的体魄、深厚的内涵、搏击的性格和鼓? 	Potentially
女人下面没毛，叫甚摸女人下面没毛，为甚摸，是不是传说中的白虎，和 	Potentially
作男人很累呀？！我是一个男生从外表上算是眉清目秀在几岁的时候住在 	Potentially
我有杂念我：城市人，家里环境好，性格活泼他：农村人，家里环境差， 	Potentially
冬阳送幽默——现代男人现代男人真奇怪，五十六十谈恋爱。喝的是蓝带 	None
我的女友不是处女而且性经验比我成熟，我感到很反感怎么办？我想提出? 	Potentially
新疆人无法无天，没办法管吗？今天在路上走看到几个新疆人跟在一个女 	Potentially
诗词有钱人爱花天酒地，没钱人被逼做奴隶。欠钱人说谎又逃跑，爱钱人 	Potentially
陌生人打人！郁闷！俗话说：打人是侵略者，被打是受害者。晚上在行人 	Potentially
请接触过“小姐”的男士注意科学证明，接触过“小姐”的男士，再和自 	Potentially
为什么说女生学理科没出息？ 	Potentially
[（安全教育）]如何应付性骚扰？什么样的女人不会被性骚扰一个女人 	Potentially
为什么好男人身边都是不专一的女人? 	Potentially
女人为什么需要男人?为什么女人和男人在一起,总觉得自己是吃亏的? 	Potentially
自己很懦弱很窝囊觉得自己是一个很懦弱很面很窝囊的人而且心里特别敏 	Potentially
男女对出轨的不同反应要是女的出轨，男的一般会回家打女人；要是男的 	Potentially
为什么一切都要女人承受大家谈谈为什么女人要生孩子，要避孕，要做家 	Potentially
谁来拯救未来祖国？？~~~~拯救未来祖国需要拯救祖国的未来花朵， 	Potentially
南方女人和北方女人下面有什么不同,高潮是不是也不一样? 	Potentially
男人变坏因为自私，因为想证明自己是男人；女人变坏因为男人变坏，因? 	Potentially
被迫分手后，巨蟹女很厉害的对我说不要送礼物并且说已经又找了男朋友? 	Potentially
男人是否能接受女人比自己强悍？也就是说比自己有钱，有事业，聪明，? 	Potentially
问问？？为什么世界上的女的，总是那么爱善变，一段时间里就变成了另 	Potentially
听说女生做软件编程方面有点困难也（因为女生的逻辑思维不如男生强）? 	Potentially
女人比男人工资高时，你是什么想法如果女朋友的工资比男友高，男人们 	None
男人是否要对女人冷淡点?我觉得男人对女人太好,女人就不是很重视我 	Potentially
河南人是不是妖怪？ 	Potentially
富人包养情妇是不是有利于社会富人得到美女，美女得到财富，双赢，还 	Potentially
ML时，男人喜欢女人怎样？整天想着这种事。我的志愿就是让我的男人 	None
女人在家忙家务管孩了照顾老人，男人就那么理直气壮地非工作时间在外? 	Potentially
女人不要做坚强的仙人掌要做娇弱的玫瑰？女人问男人：“为什么最终你 	Potentially
为什么男人都是吃着碗里的看着锅里的？现在的男人都这样了吗？ 	Potentially
为什么男人喜欢变性人和整容美女?男人说不喜欢变性人,但都很喜欢何 	Potentially
如何抱负一个强暴你的已婚男她是一个温柔善解人意洁身自爱的80后未 	None
为什么恐怖分子大多数是穆斯林 	Potentially
请问女青年们一个问题请问那些不是处女的女人们一个问题,假如你现在 	Potentially
男人为何肌肉多，女人为啥肥肉多？我看到叔叔哥哥们的肉和女人的不一 	Potentially
流氓司机，交警怎么对付?尤其是公交车司机最流氓了。有些交警也太不 	Potentially
男生...女生...看过来我是男生...但没有兄弟....和女生 	Potentially
烦恼来北京是个错误,认识了他也是一个错误,我是个保守女孩,我觉的 	Potentially
被强奸的女性在被强奸后得了爱滋病！那么强奸犯应该改判决他死刑吗！? 	Potentially
请问男士们,你们高潮时会大叫吗?如果是口交,高潮时,你们希望女的? 	Potentially
和老婆打架。迷茫以后的生活首先交代下背景，老婆和我都是大学后打工 	Potentially
女性与处男和非处男ml,真的能感觉到有什么不同的明显区别?感觉女 	Potentially
为了一句话挨了一耳光现在的女人可真不得了啊。今天看来我是有走霉运 	None
我认识一个女朋友，做爱时她喜欢在我上面。喜欢动，是不是坏女孩做爱 	Potentially
有很多男人都说不介意自己的女友或妻子不是处女,请问是否真心话,还? 	Potentially
做中国人太累了吧这年头，你要是不占几个小岛，不扣几艘渔船，不抓几 	None
是不是男人都喜欢女人性感漂亮！我现在有点胖，男有就整天的说我胖， 	Potentially
遇上变态的邻居怎么办？我家楼下有两变态，一个是二楼的，是精神不好 	None
这女人、丈夫、男人该怎么办？一个有家且很富有的女人,但夫妻关系并 	None
色男人就那么坏？ 	Potentially
还有女人嫁俺么？老女和离婚女回答，我三十二了，农村出身贫穷，世事 	None
我一直觉得有的女孩做下贱的事是迫不得已？我一直觉得有的女孩做下贱 	Potentially
这样的男人该怎么沟通我是个比较好强的人，我觉得有“有能力要努力， 	None
男人和女人之間不存在真正的友情?幔?那，?性同?W之間呢？ 	Potentially
男人对女人是不是得不到的就是最好的？ 	Potentially
找情人做爱，和脸蛋漂亮，但身材一般的女孩好，还是和脸蛋一般，但身? 	Potentially
外国男人比中国男人强吗？时下，中国女人嫁外国男人的事情越来越多， 	Potentially
钓鱼岛是中国的，日本人都是疯子钓鱼岛是中国的，为什么日本人想疯了 	Potentially
关于男人和女人的问题男人和女人在社会中所扮演的角色,所承受的压力 	Potentially
男士们，非常在乎自己的妻子是处女？26岁那年，我献出了自己的第一 	Potentially
男人活着好累为什么现在的女人都要有房，有车，才会结婚呢。 	Potentially
男人不偷吃的是不是很少？说实话！在感情刚刚开始的时候，男人好像“ 	Potentially
为何外地人都不看好天津和天津人?为何一些影视剧描写坏人,坏人都是 	Potentially
现实中有不漂亮的灰姑娘吗？一个男的长的帅，也算是富裕阶层，你们说 	Potentially
我能相信处女座的男孩子吗？我现在的男朋友是处女座的。他是85年9 	Potentially
请问背の高い男の人が、“田中さんですか。代表?猡卫瞍扦埂！堡取⒀ 	None
SHE是否“台独”？SHE曾公开说“我们不是中国人，我们是台湾人 	Potentially
请问满族朋友,你们对祖先屠杀中原,实行落后统治,使中国落后挨打怎? 	Potentially
请问有外遇的女性，你们有外遇的原因是什么?请问有外遇的女性，你们 	Potentially
真是有的男人喜欢看自己的老婆被别的男人操的事吗?生活中真有这样的? 	Potentially
没有稳定工作的男人能找到优秀的女孩吗？ 	Potentially
“现在的骗子很多，尤其是女孩子，你要注意啊”我朋友说是，这是不是? 	Potentially
恋爱男人会接受一个拍过拖有过亲密关系的女人吗?? 	Potentially
为什么男男会相爱？古往今来都是男女相爱，为什么现在越来越多男男在 	Potentially
男人?你们怎么了?看到网上有太多太多案例.我想请问有多少男人知道 	Potentially
如果有两种女人，你们会选择哪种？一种是能力强能挣钱但对男人不会关 	Potentially
None	None
在感情和生活中到底是男人还是女人最容易受伤？世界上最容易受伤的是 	Potentially
为什么针对女孩会有性别歧视？ 	Potentially
为什么女人强奸男人不怕告？ 	Potentially
女人越老越不值钱？ 	Potentially
我很喜欢穿女生的内衣好痛苦哦女生请进不知道为什么我很喜欢穿女生的 	Potentially
你愿意做农村女人还是城里女人?你认为农村女人和城里女人哪个更幸福 	Potentially
怎么一看上海台转播曼联就赢不了真丧上海台真丧频道丧主持人丧地方更 	None
你会找一个比自己收入低的男朋友吗?各位单身的女性朋友,你会找一个 	Potentially
请问男人在选择自己老婆的时候不考虑她的外貌,工作,家庭条件,只考? 	Potentially
男人是不是都喜欢在女孩面前吹牛？人家都说男人喜欢吹牛，我发现男人 	Potentially
女人有了外遇真的无法回头吗女人好像永远是一种容易心软的‘动物’。 	Potentially
男人都是很坏的吧!其实越表面君子的男人,内心却都是伪君子的面孔! 	Potentially
各位玩家不要骂新浪,不是新浪的错,是那些素质低的垃圾黑客搞成这样? 	Potentially
问一个严肃的问题，不想真实回答的就不要进来了。处女和非处女的问题 	Potentially
强奸罪认定只能男对女吗？男男呢？女女呢？女男呢？ 	Potentially
想听听男士的回答自古以来男人都喜欢丰满的女人，那小乳房（所谓的平 	Potentially
期待您的指点在孩子与丈夫之间，女人通常会选择谁．尤其是农村女人． 	Potentially
中日事件中国干嘛不扔个原子弹给日本氢弹跟好然日本人在世界上消失 	Potentially
男人最{会]看不起哪种女人{女孩]？ 	Potentially
为什么伊斯兰教男人多女人少？而佛教女人多男人少？为什么伊斯兰教重 	Potentially
男人好色是因为太爱美吗？为什么女人爱美叫天性，男人爱美叫好色？ 	Potentially
和一个没有生育能力的女人做爱与和一个生育能力很强的女人做爱,男人 	Potentially
朋友说老实男人注定没出息，是这样吗？昨天，我和一个大学同学聊天， 	Potentially
男人是不是恋爱后在那种事情上也喜欢装单纯啊？记得第一次和我现在的 	Potentially
爱吹牛的男人可靠吗？一个朋友，总在吹牛，跟他出去玩，一路上都在跟 	Potentially
我有处女情结我该怎么办？现在我知道目前这个社会的女孩有处女的很少 	Potentially
夏天的女人比男人更怕热吗?夏天的大街上见到的女人总比男人穿的少, 	Potentially
是不是所有的女人都喜欢叫床？？ 	Potentially
不讲卫生的婆婆婆婆的邋遢让我怎么说呢,农村男人能干的活她都能干, 	Potentially
为什么和女子性交比什么都爽?什么手淫,用淫具,都比不上?也就是阴? 	None
女孩子不会做饭会不会没人娶啊以往传统都认为女子不会做饭是一件很丢 	Potentially
离过婚的女人得不到爱本人今年27岁，离过婚，小孩子今年三岁抚养权 	Potentially
对于女人，究竟是钱还是真情重要？男人值得信任吗？究竟什么样的生活? 	Potentially
为什么现在很多老年人很没素质很过分？表现得很神经质骂骂咧咧不守规 	Potentially
这就是伟大的父母吗我父母就是那种重男轻女的典范，从小把我生下来， 	Potentially
请女性朋友回答:和高个男人做爱会比普通男人做爱更爽?我不是怀疑自 	Potentially
南京人为什么又凶又拽？偶怎么就没见过一温柔的那？明明跟普通话差不 	Potentially
怎样和素质不高的老男人打交道？一个47岁的离婚男人，喜欢悠着别人 	Potentially
女人都喜欢男人为她们口交吗?和我做的女人都喜欢我给她们口交,她们 	Potentially
男人都喜欢好身材，脸蛋漂亮的女人，那么和漂亮女人做爱与姿色一般的? 	Potentially
怎么没有人骂自己的男人，痛恨自己的男人呢？就知道骂小三？我感觉你? 	Potentially
我有个朋友看到靓妹经常会说：要是那女的嫁给我我叫我脱离父子关系都? 	Potentially
一个人的人品怎么可以这么差首先说他是男的，我是女的。一个人，还是 	None
为什么我们河北女孩都不漂亮，人家湘妹子还有川妹子都长的好可爱，是? 	Potentially
女人去游泳时看到男人那里大大的，会有什么感觉？ 	Potentially
女人不是处女都是被男人搞的经常看见有人在讨论处女问题，由此看来很 	Potentially
四十岁以上的男人请回答我四十岁前认为男人基本上都是为了自己的家付 	Potentially
如果一个男人没有和处女做爱是不是就吃了大亏了?一个男人如果没有能 	Potentially
为什么城里人就不能分到地呢?原来,农民因为有地所以有饭吃,城里人 	Potentially
哪个身材更好？男人的身材往往是有肚子的屁股松平，屁股紧翘的没肚子 	Potentially
怎么让他甘心放弃不再恨我五年前，我谈了一个朋友，那时的我很单纯， 	None
男人打女人到底好不好男的是太在乎女的才会动手还是因为不爱她了 	Potentially
没钱人?有钱人!为什么有钱人和没钱人相处不了? 	Potentially
小姑子读书少，所以她敢生孩子？我嫁给他时，他妹妹的孩子已经上小学 	Potentially
做爱时男人是不是都喜欢女人发出声音呢？每次我都控制不住自己，想要? 	Potentially
为什么女人比男人更坚强？ 	Potentially
足球让整个民族失去尊严！在这样的时候，这样的比分输给小日本，看得 	Potentially
白痴问题！二区爱丝特纳服里LM人多还是BL人多？？？ 	Potentially
我这个窝囊人内向老实窝囊自卑胆小怕事社会逃汰品人类的反面教才这些 	Potentially
老公重女轻男怎么办?老公特别喜欢女孩儿走大街上看见人家怀里抱个可 	Potentially
非处女会对下一个男友付出真爱吗？女友很爱前男友，为他付出了所有， 	Potentially
当个女的不是挺好，有活男人都给干，还有人献殷勤？ 	Potentially
西方内部为什么总流行“排斥主义”普鲁士统一德国时排斥了奥地利，欧 	Potentially
女的在生气的时候是不是总把分手挂在嘴边?我的前任女友和我在一起时 	Potentially
我已经厌倦了被人操纵的感觉。这种压迫是真实存在的！他们是撒谎者，? 	Potentially
q	None
终于明白那句话了我是游戏迷，游戏里总有人说不怕神一样的对手，就怕 我是迷，游戏里总有人说不怕神一样的对手，就怕猪一样的队友。我以前认为这是脑残人士的话。现在多少能理解了。\r   工作中我那些“神”一样的同事彻底征服我了。我是市场部的负责人，本来部门压力就很大，但似乎都与他们无关，所有的压力都属于我。分配他们工作完全等于交给机器去干，完全没有创造力。反过来还对我说是你让我干的啊。\r    还有一个是我的朋友，当时求我给弄进来，我很后悔找个爹来当同事，说他几句就甩脸。\r    唉悲剧啊，我都想了，与其被他们折磨还不如我走人。	None
电2的刷子们都看看新疆人又出了个骗子，刷了10次没付钱跑了，希望 新疆人又出了个骗子，刷了10次没付钱跑了，希望大家记住这个人——新A狙	Potentially
口交是不是正常?ML的时候老公要口交!! ML的时候要口交!!\r	None
谈谈对网恋的看法网络的飞速发展，突破了人们交友空间的局限，虽然大 的飞速发展，突破了人们交友空间的局限，虽然大家在网上可以视频、聊天，交流思想，可网络毕竟是虚幻的世界。网民可以肆无忌惮的呈现出自己真实的一面，也可以把自己伪装成最完美的人。在网上可以找到属于自己真正的爱情吗？网上的他（她）与你现实心目中完美的心仪对象是一致的吗？网恋会有发展的可能吗？对于现在很多的网恋，你们又是存在什么样的看法呢？	None
我周围的同学都有工作了。我就找不到工作，我的要求也不高。。。。为 为什么我找不到呢？是外貌的问题吗？我有些天生的缺陷，是不是和这个有关啊？？	None
元甲百米，什么是网上妻子？看你有网上妻子，却不懂什么叫网上妻子？ 看你有网上，却不懂什么叫网上妻子？网上妻子和现实的妻子有什么区别？你和你的网上妻子见过面吗？	Potentially
安利的产品真的好么？！？？听说中山大学医学院研究表明，安利的产品 听说医学院研究表明，安利的产品和普通的保健品功效几乎一模一样！但价格却相差甚远。为什么？他们层层提销售额，从普通的销售到中层，高层，越往上提成越多！特别 是Vc，如果用过安利产品的人，都知道，药店里售两元多，他要两百多。医生也说，吃安利不如多吃水果，吃维生素就在药店里买同仁堂什么知名厂家就行了。大家千万别迷信安利阿！！	None
长痛与短痛我们结婚三个月了。其实女儿已经半岁了。我依然无法主动而 我们结婚三个月了。其实女儿已经半岁了。我依然无法主动而发自内心地爱老婆。老婆很爱我，我知道，但我无法心存感激或感动，更多的是一种附累感、压抑感。有时我会让自己傻点，别想那么多以维持现状，从而避免很多冲突与压力。但我们这样并没有觉得踏实快乐。孩子现在被寄养在老家，我们只是时不时寄点钱回去要么打个电话了解一点基本情况。我的内心感受非常差，觉得惨淡、无趣、茫然、窒息和酸苦。我们明显觉得我的性格变了，没有了斗志，没有了机敏也没有了勇气。你会问，为什么结婚呢！？	None
和爱人相隔两地我现在就是着样的情况　可能要分开了可我真的放不下我 我现在就是着样的情况　可能要分开了可我真的放不下我很爱她但是我没有经济实力去她那里！！我现在心理好难受我很想哭！！我真的很爱的！！我和她的每段故事没段情节我的脑子里就象演一样！一段一段的在我脑海里飘过！我现在很痛苦！我好想现在就抱着她可是我没有钱我去不了！我都要疯了！世界为什么会是着么无情着么黑暗！我处在崩溃边缘！我心理就象有一个大石头一样压着我喘不过气来！做人难道就着么痛苦！做动物被人类捕杀吃点！真是黑暗的世界！我快感觉人活着没有意义了！短站的人生活的着么痛苦！　希望能有人来开导我！	None
如果女友经同前男友说那种亲热的话你心里会点想？你会点做，是当没事? 如果女友经同前男友说那种亲热的话你心里会点想？你会点做，是当没事发生，还是说她呢？还是？还是？？？？？？还有她同前男友是不可能在一起的，距离同家境问题；这种女友心里是怎么个问题？？	None
老婆刚做过爱的阴部能看出来有哪些迹象呢?	None
求教心理健康达人：懒的人怎么办？谢谢！！就是不怎么求上进，虚荣， 就是不怎么求上进，虚荣，思想也懒，就是想一口吃成个胖娃娃，还有就是想取巧，不想努力。30岁男求教，谢谢！！会不会是没有信心啊，怕挫折了。留守儿童，父亲少有在家，有时错感觉被别人欺负。有时就不是，那些隔壁院子大人碰到我老是吼我。还是没有真爱、责任。还是身体差（注：本人肾阳虚正在中药治疗。哎哟！中药那个苦得啊，，，苦）。还是都有。。。？对不起罗嗦了哈。谢谢！！对不起，没分了，有分了给你。谢谢！！	None
才分手七天就跟别人好上了，试问又有谁能受得了？我是第七天才发现的 我是第七天才发现的，可能还没有七天，只有三天、四天也说不定。我甩她的那阵她还要死要活的，我好不容易使出绝招去她家里当着她的面羞辱她这才搞定的。当然了，我这样做全是为了她好，反正没结果，不下痛手是不行的，谁叫她跟别人同过居呢，而且还是我好不容易查出来的。像她有过这种如此罪行的人就算我重重伤害她也不为过吧！可她倒好，才几天就又跟其前男友好上了，是可忍孰不可忍？枉我待她如此之好，我还一直以为她对我是真心一片。现在我有个计划，我打算假意原谅她，因为我很想知道她对我到底是不是真心实意的？我尤其痛恨她那个所谓的前男友，都是因为他骗她同居了才导致我们分手的，现在我是第七天才发现的，可能还没有七天，只有三天、四天也说不定。我甩她的那阵她还要死要活的，我好不容易使出绝招去她家里当着她的面羞辱她这才搞定的。当然了，我这样做全是为了她好，反正没结果，不下痛手是不行的，谁叫她跟别人同过居呢，而且还是我好不容易查出来的。像她有过这种如此罪行的人就算我重重伤害她也不为过吧！可她倒好，才几天就又跟其前男友好上了，是可忍孰不可忍？枉我待她如此之好，我还一直以为她对我是真心一片。现在我有个计划，我打算假意原谅她，因为我很想知道她对我到底是不是真心实意的？我尤其痛恨她那个所谓的前男友，都是因为他骗她同居了才导致我们分手的，现在又在一起了尤为可恨！看看他獐头鼠目的丑样，说话的声音又像狗叫一样简直一无是处，反观我如此之帅又兼才高八斗抑且洁身自爱，实在是一个地下一个天上，简直不可同日而语！所以就算不惜一切代价我也绝对不能让他们在一起，我发誓！对于她来说应该好办只要我肯原谅她了她哪有不喜出望外之理？因为她又不是傻瓜肯定能分辩得出谁好谁坏，如果对我如此优秀的人都不是真心的话，试问对他如此之差的人又岂能会是真心？现在的关键是得到她父母的原谅，上次我就被她父亲气得拿碗砸我，虽说我躲得快没砸到，但也说明已经对我恨之入骨，印象极差了，大家快帮我想想办法怎样能得到她父母亲的谅解？因为我知道不先过这一关，她就算对我再深情厚意也不一定会回来我身边的。大家千万帮我想个好的、管用的、实实在在的办法和策略，我有重谢！\r附：有些人可能会认为我是一个自恋的人，其实不是的，我只是天生有那么一点狂妄的性格，又喜欢实话直说不想虚伪的人而已。一些心胸不广的人难免会不高兴，但是须知世上无完人，所以还请多谅解才是！	None
关于SHE的脚趾上海卫视娱乐星天地播出了SHE脚趾专访，是每一个 上海卫视星天地播出了SHE脚趾专访，是每一个脚趾一个脚趾的比较呀？你们最喜欢谁的脚趾！其中还爆料说SELINA会用脚趾抓住地板，用舌头喝饮料呀！恐怖中！	None
NBA和CBA有什么区别？	None
"外地人不能开广州牌摩托车吗?我在广州开摩托车被警察叔叔敬礼,他说 我在广州开摩托车被警察叔叔敬礼,他说你外地人不得在广州本地摩托车,还开张\""牛肉干\""罚款2700元,中华人民共和国的驾驶证不是全国统一吗?"	Potentially
