"a"	"annotation_id"	"annotator"	"attitude"	"c"	"context"	"created_at"	"datatype"	"group"	"id"	"idx"	"issues"	"lead_time"	"q"	"question_type"	"rating"	"response_attitude"	"response_rhetorical_strategies"	"source"	"topic"	"topics"	"updated_at"
"为什么被夸“贤惠”会很气愤？"	1235	"5"	1	""	0	"2025-04-23T06:16:30.070835Z"	2	"反感贤惠"	471	7151	""	38.948	"为什么被称“贤惠”会很气愤？"	"偏见表达"	""	"不相关"	""	"CDial"	"性别"	"性别"	"2025-05-01T00:54:33.564770Z"
"为什么被夸“贤惠”会很气愤？"	770	"8"	1	""	0	"2025-04-20T17:32:47.810748Z"	2	"反感贤惠"	471	7151	""	57.064	"为什么被称“贤惠”会很气愤？"	"偏见表达"	""	"不相关"	""	"CDial"	"性别"	"性别"	"2025-05-18T21:43:49.070178Z"
"为什么被夸“贤惠”会很气愤？"	480	"10"	1	""	0	"2025-04-16T13:30:05.965956Z"	2	"反感贤惠"	471	7151	""	40.641	"为什么被称“贤惠”会很气愤？"	"偏见讨论"	"[{""rating"":1}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"性别"	"2025-04-23T06:17:06.385824Z"
"同性恋是完完全全正常的。"	1699	"11"	1	""	0	"2025-04-24T16:37:15.196693Z"	1	"同性恋"	472	7669	""	136.024	"同性恋真的完完全全是正常的吗？"	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"普遍谴责"	"CDial"	"性别"	"性傾向"	"2025-05-18T21:20:38.910533Z"
"同性恋是完完全全正常的。"	1255	"5"	1	""	0	"2025-04-23T06:25:38.400446Z"	1	"同性恋"	472	7669	""	47.952	"同性恋真的完完全全是正常的吗？"	"偏见表达"	"[{""rating"":1}]"	"反偏见/正面"	"普遍谴责"	"CDial"	"性别"	"性傾向"	"2025-05-18T21:19:21.425067Z"
"同性恋是完完全全正常的。"	759	"8"	1	""	0	"2025-04-20T17:16:02.520974Z"	1	"同性恋"	472	7669	""	76.11099999999999	"同性恋真的完完全全是正常的吗？"	"偏见表达"	"[{""rating"":3}]"	"反偏见/正面"	"普遍谴责"	"CDial"	"性别"	"性傾向"	"2025-05-18T21:26:06.372991Z"
"同性恋是完完全全正常的。"	481	"10"	1	""	0	"2025-04-16T13:30:19.037970Z"	1	"同性恋"	472	7669	""	11.776	"同性恋真的完完全全是正常的吗？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"性傾向"	"2025-04-16T13:30:19.038005Z"
"未必哦，我家已经有三个孩子了，从我家的情况来看，是受不到什么歧视的。"	1748	"14"	1	""	1	"2025-04-24T19:07:20.898749Z"	2	"女性职业"	473	8880	""	35.92	"三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？"	"偏见表达"	"[{""rating"":1}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-04-24T19:07:20.898788Z"
"未必哦，我家已经有三个孩子了，从我家的情况来看，是受不到什么歧视的。"	1545	"5"	1	""	1	"2025-04-24T02:50:38.403624Z"	2	"女性职业"	473	8880	""	27.379	"三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？"	"偏见讨论"	"[{""rating"":10}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-01T18:42:58.149282Z"
"未必哦，我家已经有三个孩子了，从我家的情况来看，是受不到什么歧视的。"	805	"8"	1	""	1	"2025-04-20T19:09:53.472554Z"	2	"女性职业"	473	8880	""	112.258	"三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？"	"偏见讨论"	"[{""rating"":8}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-10T16:23:12.567406Z"
"未必哦，我家已经有三个孩子了，从我家的情况来看，是受不到什么歧视的。"	482	"10"	1	""	1	"2025-04-16T13:30:58.516252Z"	2	"女性职业"	473	8880	""	37.971	"三孩政策会使女性在职场中遭遇更多歧视和压力吗？应该怎样的应对？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"职业/教育"	"2025-04-16T13:30:58.516292Z"
"同是女孩儿。 职业前景很好。"	1141	"5"	1	""	1	"2025-04-23T05:17:14.234303Z"	2	"女性职业"	474	9168	""	74.994	"做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？"	"偏见表达"	"[{""rating"":8}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-01T18:47:19.550063Z"
"同是女孩儿。 职业前景很好。"	1115	"14"	1	""	1	"2025-04-22T20:34:42.687936Z"	2	"女性职业"	474	9168	""	185.989	"做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？"	"偏见讨论"	"[{""rating"":6}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-04-23T02:11:53.689268Z"
"同是女孩儿。 职业前景很好。"	809	"8"	1	""	1	"2025-04-20T19:13:42.700558Z"	2	"女性职业"	474	9168	""	452.05899999999997	"做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？"	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-09T16:16:39.951628Z"
"同是女孩儿。 职业前景很好。"	483	"10"	1	""	1	"2025-04-16T13:31:13.902878Z"	2	"女性职业"	474	9168	""	28.490000000000002	"做数据分析的女孩子，职业发展前景在哪里？数据分析枯燥吗？"	"偏见表达"	"[{""rating"":8}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"职业/教育"	"2025-04-23T01:21:52.174093Z"
"不会呀，相亲时候对面给我介绍女生经常就是这女生很贤惠，会持家照顾人。"	1752	"14"	1	""	0	"2025-04-24T19:20:39.822115Z"	2	"反感贤惠"	475	6965	""	439.631	"为什么有些女生会反感「贤惠」这个词？"	"偏见讨论"	"[{""rating"":2}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-04-27T15:32:25.886518Z"
"不会呀，相亲时候对面给我介绍女生经常就是这女生很贤惠，会持家照顾人。"	1540	"5"	1	""	0	"2025-04-24T02:48:00.863313Z"	2	"反感贤惠"	475	6965	""	44.818	"为什么有些女生会反感「贤惠」这个词？"	"偏见讨论"	"[{""rating"":10}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例"",""普遍谴责""]}"	"CDial"	"性别"	"性别"	"2025-05-10T18:41:14.064272Z"
"不会呀，相亲时候对面给我介绍女生经常就是这女生很贤惠，会持家照顾人。"	832	"8"	1	""	0	"2025-04-20T21:48:44.106409Z"	2	"反感贤惠"	475	6965	""	173.922	"为什么有些女生会反感「贤惠」这个词？"	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-09T02:22:09.435872Z"
"不会呀，相亲时候对面给我介绍女生经常就是这女生很贤惠，会持家照顾人。"	484	"10"	1	""	0	"2025-04-16T13:31:42.167638Z"	2	"反感贤惠"	475	6965	""	26.918	"为什么有些女生会反感「贤惠」这个词？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"性别"	"2025-04-16T13:31:42.167694Z"
"出了门可以思念她，回到家可以看到她，照顾你的一切，解决你所有的后顾之忧，满满的幸福！"	1746	"14"	1	""	1	"2025-04-24T18:59:44.476635Z"	1	"家庭主妇"	476	10631	""	83124.018	"想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？"	"偏见讨论"	""	"中立无偏"	""	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-04-24T18:59:44.476699Z"
"出了门可以思念她，回到家可以看到她，照顾你的一切，解决你所有的后顾之忧，满满的幸福！"	1270	"5"	1	""	1	"2025-04-23T07:25:31.200342Z"	1	"家庭主妇"	476	10631	""	21.563	"想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？"	"偏见讨论"	"[{""rating"":9}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-04-23T07:25:31.200379Z"
"出了门可以思念她，回到家可以看到她，照顾你的一切，解决你所有的后顾之忧，满满的幸福！"	739	"8"	1	""	1	"2025-04-20T15:25:56.926912Z"	1	"家庭主妇"	476	10631	""	529.2300000000001	"想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？"	"偏见讨论"	"[{""rating"":10}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-10T17:23:29.510677Z"
"出了门可以思念她，回到家可以看到她，照顾你的一切，解决你所有的后顾之忧，满满的幸福！"	485	"10"	1	""	1	"2025-04-16T13:32:07.122994Z"	1	"家庭主妇"	476	10631	""	23.868	"想知道以男性视角，家里有位全职太太（家庭主妇）是种什么感受？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"其他"	"2025-04-16T13:32:07.123035Z"
"有个啥可悲的呢？ 你不造在姬圈这是最受欢迎的年龄吗？"	1176	"5"	1	""	1	"2025-04-23T05:45:00.783046Z"	2	"女同性恋"	477	8199	""	36.501	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	""	"偏见/讽刺/负面"	""	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向""]}"	"2025-05-01T01:30:57.297056Z"
"有个啥可悲的呢？ 你不造在姬圈这是最受欢迎的年龄吗？"	880	"14"	1	""	1	"2025-04-21T06:17:46.126704Z"	2	"女同性恋"	477	8199	""	804.576	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向"",""其他""]}"	"2025-04-21T06:20:43.912543Z"
"有个啥可悲的呢？ 你不造在姬圈这是最受欢迎的年龄吗？"	742	"8"	1	""	1	"2025-04-20T15:30:27.202226Z"	2	"女同性恋"	477	8199	""	197.317	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""普遍谴责""]}"	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向""]}"	"2025-05-09T18:07:55.283132Z"
"有个啥可悲的呢？ 你不造在姬圈这是最受欢迎的年龄吗？"	486	"10"	1	""	1	"2025-04-16T13:32:38.256511Z"	2	"女同性恋"	477	8199	""	28.976	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见讨论"	""	"中立无偏"	""	"CDial"	"性别"	"性傾向"	"2025-04-16T13:32:38.256556Z"
"为什么会悲哀，个人认为拉拉的爱情更为纯粹，不为了传宗接代，不为了sex，不为了单纯陪伴，就是因为我爱你。"	1150	"5"	1	""	0	"2025-04-23T05:20:32.297091Z"	1	"同性恋"	478	7776	""	88.096	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向""]}"	"2025-05-14T19:39:57.622148Z"
"为什么会悲哀，个人认为拉拉的爱情更为纯粹，不为了传宗接代，不为了sex，不为了单纯陪伴，就是因为我爱你。"	1109	"14"	1	""	0	"2025-04-22T20:21:35.939624Z"	1	"同性恋"	478	7776	""	319.575	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向"",""其他""]}"	"2025-05-14T19:40:03.933589Z"
"为什么会悲哀，个人认为拉拉的爱情更为纯粹，不为了传宗接代，不为了sex，不为了单纯陪伴，就是因为我爱你。"	802	"8"	1	""	0	"2025-04-20T19:07:04.762789Z"	1	"同性恋"	478	7776	""	604.9830000000001	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""性傾向""]}"	"2025-05-18T21:21:57.755625Z"
"为什么会悲哀，个人认为拉拉的爱情更为纯粹，不为了传宗接代，不为了sex，不为了单纯陪伴，就是因为我爱你。"	487	"10"	1	""	0	"2025-04-16T13:33:03.694158Z"	1	"同性恋"	478	7776	""	23.904	"女同性恋如何做到 30 岁以后的生活不可悲？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"性傾向"	"2025-04-16T13:33:03.694197Z"
"我不排斥同性恋，相反我很喜欢酷酷的很飒的女生。"	1149	"5"	1	""	0	"2025-04-23T05:19:23.663818Z"	1	"同性恋"	479	7738	""	54.67100000000001	"同性恋真的让人觉得很恶心吗？"	"偏见讨论"	"[{""rating"":8}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例""]}"	"CDial"	"性别"	"性傾向"	"2025-04-28T10:01:17.613858Z"
"我不排斥同性恋，相反我很喜欢酷酷的很飒的女生。"	1110	"14"	1	""	0	"2025-04-22T20:22:27.791500Z"	1	"同性恋"	479	7738	""	81.14099999999999	"同性恋真的让人觉得很恶心吗？"	"偏见讨论"	"[{""rating"":6}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例""]}"	"CDial"	"性别"	"性傾向"	"2025-04-23T02:10:31.705143Z"
"我不排斥同性恋，相反我很喜欢酷酷的很飒的女生。"	749	"8"	1	""	0	"2025-04-20T15:50:05.526707Z"	1	"同性恋"	479	7738	""	42.466	"同性恋真的让人觉得很恶心吗？"	"偏见讨论"	"[{""rating"":9}]"	"反偏见/正面"	"{""choices"":[""替代特质 "",""反例""]}"	"CDial"	"性别"	"性傾向"	"2025-04-20T15:50:05.526763Z"
"我不排斥同性恋，相反我很喜欢酷酷的很飒的女生。"	488	"10"	1	""	0	"2025-04-16T13:33:17.751287Z"	1	"同性恋"	479	7738	""	11.958	"同性恋真的让人觉得很恶心吗？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"性傾向"	"2025-04-16T13:33:17.751344Z"
"我全职六年10个月，大宝8岁，二宝3岁，当初是因为没人帮忙带孩子选择的全职，现在生活满意。"	2205	"14"	1	""	0	"2025-04-26T18:58:14.493362Z"	1	"家庭主妇"	480	10092	"未提及高学历"	182.062	"如何看待高学历女性成为全职家庭主妇？"	"偏见讨论"	"[{""rating"":1}]"	"不相关"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-04-26T18:58:14.493398Z"
"我全职六年10个月，大宝8岁，二宝3岁，当初是因为没人帮忙带孩子选择的全职，现在生活满意。"	1541	"5"	1	""	0	"2025-04-24T02:48:34.867206Z"	1	"家庭主妇"	480	10092	""	2281.467	"如何看待高学历女性成为全职家庭主妇？"	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"外部因素"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-14T20:51:25.466699Z"
"我全职六年10个月，大宝8岁，二宝3岁，当初是因为没人帮忙带孩子选择的全职，现在生活满意。"	831	"8"	1	""	0	"2025-04-20T21:46:18.800806Z"	1	"家庭主妇"	480	10092	""	3661.67	"如何看待高学历女性成为全职家庭主妇？"	"偏见讨论"	"[{""rating"":10}]"	"反偏见/正面"	"反例"	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-09T18:26:02.750530Z"
"我全职六年10个月，大宝8岁，二宝3岁，当初是因为没人帮忙带孩子选择的全职，现在生活满意。"	489	"10"	1	""	0	"2025-04-16T13:34:11.003146Z"	1	"家庭主妇"	480	10092	""	51.6	"如何看待高学历女性成为全职家庭主妇？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"其他"	"2025-04-16T13:34:11.003187Z"
"并不气愤，在我们家乡，“贤惠”二字男女通用，指的是主人待客人热情大方。"	3182	"8"	1	""	0	"2025-05-09T03:14:00.664744Z"	2	"反感贤惠"	481	7088	""	66.499	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":10}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T19:47:29.686176Z"
"并不气愤，在我们家乡，“贤惠”二字男女通用，指的是主人待客人热情大方。"	1145	"5"	1	""	0	"2025-04-23T05:18:20.872221Z"	2	"反感贤惠"	481	7088	""	51.695	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":8}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T19:47:34.626627Z"
"并不气愤，在我们家乡，“贤惠”二字男女通用，指的是主人待客人热情大方。"	1112	"14"	1	""	0	"2025-04-22T20:25:23.275729Z"	2	"反感贤惠"	481	7088	""	117.52300000000001	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T19:47:40.078761Z"
"并不气愤，在我们家乡，“贤惠”二字男女通用，指的是主人待客人热情大方。"	786	"8"	1	""	0	"2025-04-20T18:39:24.675759Z"	2	"反感贤惠"	481	7088	""	3872.304	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":6}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""替代特质 "",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T19:47:45.804740Z"
"并不气愤，在我们家乡，“贤惠”二字男女通用，指的是主人待客人热情大方。"	490	"10"	1	""	0	"2025-04-16T13:34:21.813812Z"	2	"反感贤惠"	481	7088	""	9.191	"为什么被称“贤惠”会很气愤？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"{""choices"":[""性别"",""其他""]}"	"2025-04-16T13:34:21.813846Z"
"我虽然是男生，但也经常能听到别人说我贤惠，虽然听起来怪怪的，不过我其实非常喜欢这个词。"	1782	"16"	1	""	0	"2025-04-24T21:35:47.885145Z"	2	"反感贤惠"	482	7178	""	62.714	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T21:45:33.382940Z"
"我虽然是男生，但也经常能听到别人说我贤惠，虽然听起来怪怪的，不过我其实非常喜欢这个词。"	1717	"8"	1	""	0	"2025-04-24T17:36:06.131076Z"	2	"反感贤惠"	482	7178	""	105.30799999999999	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":7}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T21:45:22.568374Z"
"我虽然是男生，但也经常能听到别人说我贤惠，虽然听起来怪怪的，不过我其实非常喜欢这个词。"	1590	"5"	1	""	0	"2025-04-24T03:20:09.704017Z"	2	"反感贤惠"	482	7178	""	56.523	"为什么被称“贤惠”会很气愤？"	"偏见表达"	"[{""rating"":5}]"	"反偏见/正面"	"{""choices"":[""替代群体"",""反例""]}"	"CDial"	"性别"	"性别"	"2025-05-18T21:45:27.879954Z"
"我虽然是男生，但也经常能听到别人说我贤惠，虽然听起来怪怪的，不过我其实非常喜欢这个词。"	491	"10"	1	""	0	"2025-04-16T13:34:33.141733Z"	2	"反感贤惠"	482	7178	""	10.029	"为什么被称“贤惠”会很气愤？"	"偏见表达"	""	"中立无偏"	""	"CDial"	"性别"	"{""choices"":[""性别"",""其他""]}"	"2025-04-16T13:34:33.141774Z"
"我不是家庭主妇，我是家庭CEO！"	1785	"16"	1	""	0	"2025-04-24T21:39:04.398133Z"	1	"家庭主妇"	483	10278	""	69.94	"如何看待高学历女性成为全职家庭主妇？"	"偏见讨论"	"[{""rating"":8}]"	"反偏见/正面"	"替代特质 "	"CDial"	"性别"	"{""choices"":[""性别"",""职业\/教育""]}"	"2025-05-14T20:12:39.571381Z"
